ml_name,side_effects,db_name
Lapatinib,"['nausea', 'vomiting', 'heartburn', 'sores on the lips', 'sores on the mouth', 'sores on the throat', 'loss of appetite', 'red hands', 'red feet', 'painful hands', 'painful feet', 'numb hands', 'numb feet', 'tingling hands', 'tingling feet', 'dry skin', 'pain in the arms', 'pain in the legs', 'pain in the back', 'difficulty falling asleep', 'difficulty staying asleep', 'shortness of breath', 'dry cough', 'coughing up pink mucus', 'coughing up bloody mucus', 'fast heartbeat', 'irregular heartbeat', 'pounding heartbeat', 'weakness', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'rash', 'fever', 'blistering skin', 'peeling skin']",Lapatinib
Sotagliflozin,"['diarrhea', 'increased thirst', 'dry mouth', 'burning feeling when urinating', 'having to urinate a lot', 'having to urinate right away', 'pain in the lower part of the stomach', 'blood in the urine', 'headache', 'shaky feeling', 'jittery feeling', 'irritability', 'fast heartbeat', 'weakness', 'drowsiness', 'sweating', 'confusion', 'dizziness', 'hunger', 'pain around anus', 'pain around genitals', 'tenderness around anus', 'tenderness around genitals', 'swelling around anus', 'swelling around genitals', 'redness of the skin around anus', 'redness of the skin around genitals', 'vaginal odor', 'white vaginal discharge', 'yellowish vaginal discharge', 'vaginal itching', 'redness of the penis', 'itching of the penis', 'swelling of the penis', 'smelly discharge from the penis', 'pain in the skin around the penis']",Sotagliflozin
Nabilone,"['headache', 'dizziness', 'unsteady walking', 'drowsiness', 'sleep problems', 'weakness', 'dry mouth', 'changes in appetite', 'nausea', 'high mood', 'elevated mood', 'difficulty concentrating', 'anxiety', 'confusion', 'depression', 'fast heartbeat', 'hallucinations', 'seeing things that do not exist', 'hearing voices that do not exist', 'difficulty thinking clearly', 'difficulty understanding reality']",Nabilone
Givinostat,"['diarrhea', 'stomach pain', 'nausea', 'vomiting', 'fever', 'muscle aches', 'muscle pains', 'joint aches', 'joint pains', 'rash', 'fatigue', 'constipation', 'reduced appetite', 'unusual bruising', 'unusual bleeding', 'nose bleeding', 'gum bleeding', 'heavy bleeding', 'prolonged bleeding', 'feel faint', 'dizziness', 'racing heartbeat', 'fast heartbeat', 'irregular heartbeat', 'loss of consciousness']",Givinostat
Testosterone,"['heartburn', 'diarrhea', 'gas', 'headache', 'joint pain', 'muscle pain', 'weight gain', 'lower leg pain', 'lower leg swelling', 'lower leg warmth', 'lower leg redness', 'difficulty breathing, especially at night', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'sudden unexplained weight gain', 'erections that happen too often', 'erections that last too long', 'difficulty urinating', 'weak urine flow', 'frequent urination', 'sudden need to urinate right away', 'nausea', 'vomiting', 'extreme tiredness', 'yellowing of the skin', 'yellowing of the eyes', 'dark urine', 'pain in the upper right part of the stomach', 'mood changes', 'depression', 'anxiety', 'becoming suicidal', 'enlarged breasts', 'painful breasts']",Testosterone
Maralixibat,"['diarrhea', 'vomiting', 'decreased urination', 'dizziness', 'headache', 'persistent diarrhea', 'bloody stools', 'black, tarry stools', 'persistent stomach pain', 'fever', 'skin turns yellow', 'whites of eyes turn yellow', 'pain on the upper right side of your stomach', 'nausea', 'vomiting', 'loss of appetite', 'dark urine', 'brown urine', 'unusual bleeding', 'unusual bruising', 'vomiting blood']",Maralixibat
Prednisolone,"['headache', 'nausea', 'extreme changes in mood', 'unusual happiness', 'changes in personality', 'difficulty falling asleep', 'difficulty staying asleep', 'thin skin', 'fragile skin', 'slowed healing of cuts', 'slowed healing of bruises', 'acne', 'thinning hair', 'increased appetite', 'changes in the way fat is spread around the body', 'increased sweating', 'irregular menstrual periods', 'absent menstrual periods', 'sore throat', 'fever', 'chills', 'cough', 'signs of infection', 'seizures', 'muscle weakness', 'vision problems', 'depression', 'loss of contact with reality', 'sudden weight gain', 'stomach swelling', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'difficulty breathing', 'difficulty swallowing', 'rash', 'hives', 'itching']",Prednisolone
Tolmetin,"['diarrhea', 'constipation', 'gas', 'weight gain', 'weight loss', 'headache', 'depression', 'skin irritation', 'ringing in the ears', 'changes in vision', 'unexplained weight gain', 'shortness of breath', 'difficulty breathing', 'swelling of the stomach', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'fever', 'blisters', 'rash', 'itching', 'hives', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'swelling of the arms', 'swelling of the hands', 'difficulty swallowing', 'hoarseness', 'yellowing of the skin', 'yellowing of the eyes', 'excessive tiredness', 'unusual bleeding', 'unusual bruising', 'lack of energy', 'upset stomach', 'loss of appetite', 'pain in the upper right part of the stomach', 'flu-like symptoms', 'pale skin', 'fast heartbeat', 'cloudy urine', 'discolored urine', 'bloody urine', 'back pain', 'difficult urination', 'painful urination']",Tolmetin
Levothyroxine,"['weight gain', 'weight loss', 'headache', 'vomiting', 'diarrhea', 'changes in appetite', 'fever', 'changes in menstrual cycle', 'sensitivity to heat', 'hair loss', 'joint pain', 'leg cramps', 'shortness of breath', 'wheezing', 'hives', 'itching', 'rash', 'flushing', 'stomach pain', 'nausea', 'swelling of hands', 'swelling of feet', 'swelling of ankles', 'swelling of lower legs']",Levothyroxine
Infigratinib,"['diarrhea', 'nausea', 'vomiting', 'constipation', 'loss of appetite', 'changes in taste', 'heartburn', 'indigestion', 'stomach pain', 'sores on the lips', 'sores on the mouth', 'sores on the throat', 'dry mouth', 'dry skin', 'nail disorders', 'hair loss', 'headache', 'fatigue', 'swelling of hands', 'swelling of feet', 'swelling of legs', 'swelling of ankles', 'pain in joints', 'pain in arms', 'pain in legs', 'nose bleeds', 'blurred vision', 'floaters in the eye', 'seeing flashes of light', 'changes in vision', 'muscle cramps', 'numbness around the mouth', 'tingling around the mouth', 'fever', 'chills', 'signs of infection', 'blistering skin', 'peeling skin']",Infigratinib
Imlunestrant,"['muscle pain', 'joint pain', 'extreme tiredness', 'diarrhea', 'constipation', 'nausea', 'abdominal pain', 'feeling tired', 'feeling weak', 'pale skin', 'dizziness', 'lightheadedness', 'feeling of rapid heartbeat', 'feeling of irregular heartbeat', 'headaches', 'cold hands', 'cold feet', 'craving nonfood items', 'fever', 'chills', 'cough', 'body aches', 'lower abdominal pain', 'yellowing of skin', 'yellowing of whites of eyes', 'nausea', 'loss of appetite', 'dark urine', 'clay-colored stools', 'easy bruising', 'prolonged bleeding from cuts', 'bleeding gums', 'heavy periods', 'small red spots on skin', 'small purple spots on skin', 'muscle cramps', 'muscle spasms', 'numbness in hands', 'numbness in feet', 'numbness around the mouth', 'tingling in hands', 'tingling in feet', 'tingling around the mouth', 'confusion', 'seizures']",Imlunestrant
Hydroxyzine,"['dry mouth', 'confusion', 'dizziness', 'headache', 'unintentional trembling movements', 'unintentional shaking movements', 'seizures', 'rash', 'pus-filled sores', 'blister-like sores', 'areas of swelling on the skin', 'areas of redness on the skin', 'fever']",Hydroxyzine
Guanfacine,"['dry mouth', 'tiredness', 'weakness', 'headache', 'irritability', 'decreased sexual ability', 'decreased appetite', 'stomach pain', 'nausea', 'vomiting', 'constipation', 'fainting', 'blurred vision', 'rash', 'slow heart rate']",Guanfacine
Losartan,"['leg pain', 'knee pain', 'back pain', 'muscle cramps', 'muscle weakness', 'diarrhea', 'heartburn', 'decreased sensitivity to touch', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'chest pain']",Losartan
Lacosamide,"['nausea', 'vomiting', 'diarrhea', 'blurred vision', 'double vision', 'uncontrollable eye movements', 'dizziness', 'headache', 'drowsiness', 'uncontrollable shaking of a part of the body', 'problems with coordination', 'problems with balance', 'problems with walking', 'weakness', 'itching', 'fast heartbeat', 'pounding heartbeat', 'fast pulse', 'pounding pulse', 'shortness of breath', 'slow heartbeat', 'chest pain', 'fainting', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'fever', 'rash', 'tiredness', 'yellowing of the skin', 'yellowing of the eyes', 'dark urine']",Lacosamide
Asciminib,"['muscle pain', 'bone pain', 'joint pain', 'tiredness', 'headache', 'nausea', 'diarrhea', 'unexpected bleeding', 'easy bruising', 'blood in urine', 'blood in stools', 'sore throat', 'cough', 'fever', 'chills', 'difficult urination', 'frequent urination', 'painful urination', 'signs of infection', 'ongoing pain that begins in the stomach area', 'pain that may spread to the back', 'nausea', 'vomiting', 'pale skin', 'excessive tiredness', 'weakness', 'confusion', 'sudden severe headache', 'dizziness', 'chest pain', 'shortness of breath', 'rash', 'redness', 'difficulty breathing', 'difficulty swallowing', 'swelling of face', 'swelling of the lips ', 'swelling of tongue', 'dizziness', 'feeling faint', 'fever', 'fast heartbeat', 'shortness of breath', 'chest pain', 'chest pressure', 'fast heartbeat', 'irregular heartbeat', 'ankle swelling', 'feet swelling', 'weight gain', 'numbness on one side of the body', 'weakness on one side of the body', 'decreased vision', 'loss of vision', 'trouble talking', 'pain in arms', 'pain in legs', 'pain in back', 'pain in neck', 'pain in jaw']",Asciminib
Rolapitant,"['hiccups', 'stomach pain', 'decreased appetite', 'dizziness', 'heartburn', 'mouth sores', 'fever', 'chills', 'sore throat', 'signs of an infection']",Rolapitant
Citalopram,"['nausea', 'drowsiness', 'decreased sex drive in males', 'inability to get an erection', 'inability to keep an erection', 'delayed ejaculation', 'absent ejaculation', 'decreased sex drive in females', 'delayed orgasm', 'inability to have an orgasm', 'chest pain', 'shortness of breath', 'dizziness', 'fainting', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'irregular heartbeat', 'severe muscle stiffness', 'severe muscle twitching', 'agitation', 'hallucinations', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea', 'coma', 'loss of consciousness', 'rash', 'itching', 'hives', 'blisters', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'unusual bleeding', 'unusual bruising', 'headache', 'unsteadiness', 'problems with thinking', 'problems with concentration', 'problems with memory', 'seizures']",Citalopram
Saxagliptin,"['sore throat', 'headache', 'joint pain', 'itching', 'rash', 'hives', 'peeling skin', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'difficulty breathing', 'difficulty swallowing', 'hoarseness', 'ongoing pain that begins in the upper left of the stomach', 'ongoing pain that begins in the middle of the stomach', 'pain that may spread to the back', 'vomiting', 'loss of appetite', 'excessive tiredness', 'shortness of breath', 'shortness of breath when lying down', 'swelling of the feet', 'swelling of the ankles', 'swelling of the legs', 'sudden weight gain', 'shaking', 'hunger', 'sweating', 'headache', 'rapid heartbeat', 'mood changes', 'changes in vision']",Saxagliptin
Pacritinib,"['nausea', 'vomiting', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'nosebleeds', 'bleeding from your gums', 'coughing up blood', 'vomiting blood', 'vomiting material that looks like coffee grounds', 'unusual bleeding', 'unusual bruising', 'increased menstrual flow', 'vaginal bleeding', 'pink urine', 'red urine', 'dark brown urine', 'red bowel movements', 'tarry black bowel movements', 'lightheadedness', 'fainting', 'irregular heartbeat', 'crushing chest pain', 'chest heaviness', 'pain in the arms', 'pain in the back', 'pain in the neck', 'pain in the jaw', 'pain in the stomach', 'breaking out in cold sweat', 'shortness of breath', 'difficulty breathing', 'slow speech', 'difficult speech', 'sudden weakness of the face', 'sudden weakness of the arm', 'sudden weakness of the leg', 'sudden numbness of the face', 'sudden numbness of the arm', 'sudden numbness of the leg', 'sudden headache', 'sudden vision problems', 'sudden difficulty walking', 'swelling in one or both legs', 'pain in one or both legs', 'tenderness in one or both legs', 'warmth in one or both legs', 'redness in one or both legs', 'shortness of breath', 'coughing up blood', 'fast heartbeat', 'fast breathing', 'pain when breathing deeply', 'fever', 'chills', 'cough', 'painful urination', 'frequent urination', 'sores on the skin', 'blisters on the skin', 'signs of infection', 'shortness of breath', 'fast heartbeat', 'headache', 'dizziness', 'pale skin', 'confusion', 'tiredness']",Pacritinib
Fentanyl,"['drowsiness', 'headache', 'stomach pain', 'gas', 'heartburn', 'weight loss', 'difficulty urinating', 'changes in vision', 'anxiety', 'depression', 'unusual thinking', 'unusual dreams', 'difficulty falling asleep', 'difficulty staying asleep', 'dry mouth', 'sudden reddening of the face', 'sudden reddening of the neck', 'sudden reddening of the upper chest', 'uncontrollable shaking of a part of the body', 'back pain', 'pain in the mouth in the area where you placed this medication', 'sores in the mouth in the area where you placed this medication', 'irritation in the mouth in the area where you placed this medication', 'swelling of the hands', 'swelling of the arms', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'changes in heartbeat', 'agitation', 'hallucinations', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'shivering', 'severe muscle stiffness', 'severe muscle twitching', 'loss of coordination', 'diarrhea', 'nausea', 'vomiting', 'loss of appetite', 'weakness', 'dizziness', 'inability to get an erection', 'inability to keep an erection', 'irregular menstruation', 'decreased sexual desire', 'seizures', 'rash', 'hives', 'itching', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the mouth', 'swelling of the tongue', 'swelling of the throat', 'chest pain', 'extreme drowsiness']",Fentanyl
Tacrolimus,"['headache', 'diarrhea', 'constipation', 'nausea', 'vomiting', 'heartburn', 'stomach pain', 'difficulty falling asleep', 'difficulty staying asleep', 'dizziness', 'weakness', 'back pain', 'joint pain', 'burning in the hands', 'burning in the feet', 'numbness in the hands', 'numbness in the feet', 'pain in the hands', 'pain in the feet', 'tingling in the hands', 'tingling in the feet', 'decreased urination', 'pain on urination', 'burning on urination', 'shortness of breath', 'hives', 'rash', 'itching', 'pale skin', 'fast heartbeat', 'tiredness', 'weight gain', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'unusual bleeding', 'unusual bruising', 'seizures', 'vision changes', 'confusion', 'uncontrollable shaking of a part of the body', 'coma', 'pinpoint-sized purple dots under the skin', 'bruising', 'fever', 'sleepiness', 'yellowing of skin', 'yellowing of eyes']",Tacrolimus
Tolazamide,"['nausea', 'upper abdominal fullness', 'heartburn', 'yellowing of the skin', 'yellowing of the eyes', 'light-colored stools', 'dark urine', 'pain in the upper right part of the stomach', 'unusual bruising', 'unusual bleeding', 'diarrhea', 'fever', 'sore throat']",Tolazamide
Ramipril,"['headache', 'dizziness', 'cough', 'upset stomach', 'vomiting', 'excessive tiredness', 'weakness', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'rash', 'itching', 'hives', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'yellowing of the skin', 'yellowing of the eyes', 'fever', 'sore throat', 'chills', 'signs of infection', 'lightheadedness', 'fainting']",Ramipril
Dextromethorphan,"['dizziness', 'lightheadedness', 'drowsiness', 'nervousness', 'restlessness', 'nausea', 'vomiting', 'stomach pain', 'rash']",Dextromethorphan
Oxybutynin,"['dry mouth', 'dry eyes', 'dry nose', 'dry skin', 'blurred vision', 'stomach pain', 'constipation', 'diarrhea', 'nausea', 'heartburn', 'gas', 'change in ability to taste food', 'headache', 'dizziness', 'weakness', 'confusion', 'sleepiness', 'difficulty falling asleep', 'difficulty staying asleep', 'nervousness', 'flushing', 'swelling of the hands', 'swelling of the arms', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'back pain', 'joint pain', 'rash', 'hives', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'frequent urination', 'urgent urination', 'painful urination', 'fast heartbeat', 'irregular heartbeat', 'pounding heartbeat']",Oxybutynin
Levomilnacipran,"['nausea', 'vomiting', 'constipation', 'excessive sweating', 'decreased sex drive in males', 'inability to get or keep an erection', 'delayed ejaculation', 'absent ejaculation', 'decreased sex drive in females', 'delayed orgasm', 'unable to have an orgasm', 'fast heartbeat', 'rash', 'itching', 'hives', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'headache', 'unsteadiness', 'problems with thinking', 'problems with concentration', 'problems with memory', 'agitation', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'irregular heartbeat', 'severe muscle stiffness', 'severe muscle twitching', 'hallucinations', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea', 'seizures', 'chest pain', 'shortness of breath', 'dizziness', 'fainting', 'coma', 'abnormal bleeding', 'abnormal bruising', 'difficulty urinating', 'unable to urinate', 'rapid heartbeat', 'pounding heartbeat', 'irregular heartbeat']",Levomilnacipran
Suzetrigine,"['itching', 'rash', 'muscle spasms', 'nausea', 'vomiting']",Suzetrigine
Buspirone,"['dizziness', 'nausea', 'diarrhea', 'headache', 'excitement', 'confusion', 'fatigue', 'nervousness', 'difficulty falling asleep', 'difficulty staying asleep', 'feelings of anger', 'feelings of hostility', 'lightheadedness', 'weakness', 'numbness', 'rash', 'hives', 'itching', 'swelling of the face', 'swelling of the eyes', 'swelling of the mouth', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'fast heartbeat', 'irregular heartbeat', 'blurred vision', 'uncontrollable shaking of a part of the body', 'agitation', 'fever', 'sweating', 'dizziness', 'flushing', 'confusion', 'fast heartbeat', 'irregular heartbeat', 'shivering', 'severe muscle stiffness', 'severe muscle twitching', 'seizures', 'hallucinations', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea']",Buspirone
Rilzabrutinib,"['diarrhea', 'nausea', 'abdominal pain', 'headache', 'cough', 'fever', 'chills', 'sore throat', 'pain while urinating', 'burning while urinating', 'signs of an infection', 'yellowing of the skin', 'yellowing of the whites of the eyes', 'dark urine', 'lower abdominal pain']",Rilzabrutinib
Methazolamide,"['pain in the hands', 'pain in the feet', 'burning in the hands', 'burning in the feet', 'tingling in the hands', 'tingling in the feet', 'hearing problems', 'ringing in the ears', 'tiredness', 'lack of energy', 'vomiting', 'diarrhea', 'change in how things taste', 'increased urination', 'vision changes', 'blisters', 'peeling skin', 'hives', 'rash', 'itching', 'difficulty breathing', 'difficulty swallowing', 'fever', 'sore throat', 'chills', 'signs of infection', 'unusual bruising', 'unusual bleeding', 'muscle weakness', 'seizures', 'nausea', 'extreme tiredness', 'loss of appetite', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'flu-like symptoms']",Methazolamide
Dexlansoprazole,"['gas', 'nausea', 'vomiting', 'diarrhea', 'in men, difficulty achieving an erection', 'in men, difficulty maintaining an erection', 'blistering skin', 'peeling skin', 'bleeding skin', 'sores on the lips', 'sores on the nose', 'sores on the mouth', 'sores on the genitals', 'swollen glands', 'shortness of breath', 'fever', 'flu-like symptoms', 'rash', 'hives', 'itching', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the mouth', 'swelling of the throat', 'swelling of the tongue', 'difficulty breathing', 'difficulty swallowing', 'hoarseness', 'irregular heartbeat', 'fast heartbeat', 'pounding heartbeat', 'muscle spasms', 'uncontrollable shaking of a part of the body', 'excessive tiredness', 'lightheadedness', 'dizziness', 'seizures', 'severe diarrhea with watery stools', 'stomach pain', 'fever that does not go away', 'new joint pain', 'worsening joint pain', 'rash on cheeks that is sensitive to sunlight', 'rash on arms that is sensitive to sunlight', 'increased urination', 'decreased urination', 'blood in urine', 'fatigue', 'nausea', 'loss of appetite', 'fever', 'rash', 'joint pain']",Dexlansoprazole
Eluxadoline,"['nausea', 'vomiting', 'pain that begins in the upper stomach area but may spread to the back', 'pain that begins in the upper stomach area but may spread to the shoulder', 'pain that begins in the upper stomach area with nausea', 'pain that begins in the upper stomach area with vomiting', 'pain that begins in the upper stomach area without nausea', 'pain that begins in the upper stomach area without vomiting', 'severe constipation', 'rash', 'hives', 'swollen face', 'swollen throat', 'shortness of breath', 'throat tightness', 'chest pain', 'chest tightness', 'difficulty swallowing', 'difficulty breathing']",Eluxadoline
Delavirdine,"['excessive tiredness', 'headache', 'nausea', 'diarrhea', 'rash', 'rash with fever', 'rash with blistering', 'rash with sores in the mouth', 'rash with red eyes', 'rash with swollen eyes', 'muscle pain', 'joint pain', 'hives', 'itching', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness', 'difficulty breathing', 'difficulty swallowing']",Delavirdine
Varenicline,"['nausea', 'constipation', 'diarrhea', 'gas', 'abdominal pain', 'vomiting', 'heartburn', 'bad taste in the mouth', 'dry mouth', 'increased appetite', 'decreased appetite', 'toothache', 'trouble falling asleep', 'trouble staying asleep', 'unusual dreams', 'nightmares', 'headache', 'lack of energy', 'back pain', 'joint pain', 'muscle pain', 'abnormal menstrual cycles', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the gums', 'swelling of the eyes', 'swelling of the neck', 'swelling of the hands', 'swelling of the arms', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness', 'difficulty swallowing', 'difficulty breathing', 'rash', 'swollen skin', 'red skin', 'peeling skin', 'blistering skin', 'blisters in the mouth', 'pain in the chest', 'squeezing in the chest', 'pressure in the chest', 'pain in one or both arms', 'pain in the back', 'pain in the neck', 'pain in the jaw', 'pain in the stomach', 'discomfort in one or both arms', 'discomfort in the back', 'discomfort in the neck', 'discomfort in the jaw', 'discomfort in the stomach', 'shortness of breath', 'sweating', 'nausea', 'chest pain', 'vomiting with chest pain', 'lightheadedness', 'chest pain', 'slow speech', 'difficult speech', 'sudden weakness of an arm or leg', 'sudden numbness of an arm or leg', 'calf pain while walking', 'seizures', 'sleepwalking']",Varenicline
Revumenib,"['nausea', 'vomiting', 'constipation', 'diarrhea', 'decreased appetite', 'muscle pain', 'joint pain', 'bone pain', 'tiredness', 'swelling in the arms', 'swelling in the legs', 'dizziness', 'lightheadedness', 'fainting', 'fast heartbeat', 'pounding heartbeat', 'irregular heartbeat', 'nosebleeds', 'bleeding from your gums', 'coughing up blood', 'vomiting blood', 'vomiting material that looks like coffee grounds', 'unusual bleeding', 'unusual bruising', 'increased menstrual flow', 'vaginal bleeding', 'pink urine', 'red urine', 'dark brown urine', 'red bowel movements', 'tarry black bowel movements', 'sore throat', 'cough', 'fever', 'chills', 'signs of infection', 'frequent urination', 'urgent urination', 'painful urination', 'warm skin', 'red skin', 'painful skin', 'sores on your body', 'pain in one leg only', 'swelling in one leg only', 'warmth in one leg only', 'redness in one leg only', 'tenderness in one leg only', 'shortness of breath', 'coughing up blood', 'sudden sharp chest pain', 'sudden severe headache', 'difficulty speaking', 'difficulty understanding', 'weakness in your face', 'weakness in your arm', 'weakness in your leg', 'numbness in your face', 'numbness in your arm', 'numbness in your leg', 'sudden difficulty seeing in one eye', 'sudden difficulty seeing in both eyes']",Revumenib
Empagliflozin,"['urinating a lot', 'urinating at night', 'increased thirst', 'frequent urination', 'urgent urination', 'burning urination', 'painful urination', 'decrease in amount of urine', 'urine that is cloudy', 'urine that is red', 'urine that is pink', 'urine that is brown', 'strong smelling urine', 'pelvic pain', 'rectal pain', 'fever', 'back pain', 'nausea', 'vomiting', 'vaginal odor', 'white vaginal discharge', 'yellowish vaginal discharge', 'vaginal itching', 'redness of the penis', 'itching of the penis', 'swelling of the penis', 'rash on the penis', 'foul smelling discharge from the penis', 'pain in the skin around the penis', 'feeling tired', 'feeling weak', 'feeling uncomfortable', 'fever', 'pain of the genitals', 'tenderness of the genitals', 'redness of the genitals', 'swelling of the genitals', 'pain of the area between the genitals and the rectum', 'tenderness of the area between the genitals and the rectum', 'redness of the area between the genitals and the rectum', 'swelling of the area between the genitals and the rectum', 'rash', 'hives', 'itching', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the mouth', 'swelling of the eyes', 'hoarseness', 'nausea', 'vomiting', 'stomach-area pain', 'tiredness', 'difficulty breathing']",Empagliflozin
Budesonide,"['headache', 'dizziness', 'runny nose', 'sneezing', 'coughing', 'nausea', 'indigestion', 'abdominal pain', 'dry skin', 'itchy skin', 'gas', 'vomiting', 'fatigue', 'back pain', 'joint pain', 'joint aches', 'muscle aches', 'muscle spasms', 'muscle cramps', 'difficulty sleeping', 'facial swelling', 'extremity swelling', 'acne', 'weight gain', 'mood changes', 'facial hair', 'rash', 'throat swelling', 'difficulty breathing', 'fever', 'cough', 'shortness of breath', 'diarrhea', 'changes in vision', 'bruising', 'swelling of the face', 'fatty pad between your shoulders', 'hump between your shoulders', 'easy bruising', 'stretch marks on the skin']",Budesonide
Amlodipine,"['swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'nausea', 'stomach pain', 'dizziness', 'lightheadedness', 'drowsiness', 'excessive tiredness', 'flushing', 'muscle stiffness', 'muscle tremors', 'more frequent chest pain', 'more severe chest pain', 'rapid heartbeat', 'pounding heartbeat', 'irregular heartbeat', 'fainting']",Amlodipine
Doxylamine,"['dry mouth', 'dry nose', 'dry throat', 'drowsiness', 'nausea', 'increased chest congestion', 'headache', 'excitement', 'nervousness', 'vision problems', 'difficulty urinating']",Doxylamine
Leucovorin,"['diarrhea', 'rash', 'hives', 'itching', 'difficulty breathing', 'difficulty swallowing']",Leucovorin
Lurasidone,"['dizziness', 'feeling unsteady', 'trouble keeping your balance', 'anxiety', 'restlessness', 'weakness', 'tiredness', 'slow movements', 'shuffling walk', 'nausea', 'vomiting', 'breast enlargement', 'breast discharge', 'late menstrual period', 'missed menstrual period', 'decreased sexual ability', 'seizures', 'difficulty swallowing', 'difficulty breathing', 'hoarseness', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'shortness of breath', 'sore throat', 'fever', 'cough', 'chills', 'signs of infection', 'sweating', 'confusion', 'fast heartbeat', 'irregular heartbeat', 'severe muscle stiffness', 'unusual movements of your face that you cannot control', 'unusual movements of your body that you cannot control', 'falling down']",Lurasidone
Armodafinil,"['headache', 'dizziness', 'difficulty falling asleep', 'difficulty staying asleep', 'difficulty concentrating', 'difficulty paying attention', 'uncontrollable shaking of a part of the body', 'numbness of the hands', 'numbness of the feet', 'burning of the hands', 'burning of the feet', 'tingling of the hands', 'tingling of the feet', 'nausea', 'vomiting', 'heartburn', 'stomach pain', 'constipation', 'diarrhea', 'loss of appetite', 'thirst', 'dry mouth', 'sweating', 'frequent urination', 'rash', 'blisters', 'peeling skin', 'mouth sores', 'hives', 'itching', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'swelling of the hands', 'swelling of the arms', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'weakness', 'chest pain', 'pounding heartbeat', 'irregular heartbeat', 'frenzied mood', 'abnormally excited mood', 'hallucinating', 'anxiety', 'depression', 'thinking about killing yourself', 'thinking about harming yourself']",Armodafinil
